product_id,category,discounted_price,actual_price,discount_percentage,rating,rating_count,year
B07ZR4S1G4,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",239.00,699.00,66%,4.4,"2,640",2024
B09C635BMM,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",349.00,999.00,65%,4,839,2021
B00GG59HU2,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",467.00,599.00,22%,4.4,"44,054",2021
B00RGLI0ZS,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,449.00,599.00,25%,4,"3,231",2020
B09ZPJT8B2,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",11990.00,31990.00,63%,4.2,64,2021
B07HZ2QCGR,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,350.00,599.00,42%,3.9,"8,314",2020
B095244Q22,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,252.00,999.00,75%,3.7,"2,249",2020
B08CKW1KH9,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",204.00,599.00,66%,3.6,339,2021
B0BLV1GNLN,"Electronics|HomeTheater,TV&Video|Projectors",6490.00,9990.00,35%,4,27,2023
B08RHPDNVV,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",235.00,599.00,61%,3.5,197,2020
B00NH13Q8W,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299.00,800.00,63%,4.5,"74,977",2019
B0B8SSZ76F,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,799.00,1999.00,60%,4.2,"8,583",2021
B0841KQR1Z,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",299.00,999.00,70%,3.8,928,2020
B0B467CCB9,"Electronics|HomeTheater,TV&Video|Televisions|StandardTelevisions",6999.00,16990.00,59%,3.8,110,2020
B095JQVC7N,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",42999.00,59999.00,28%,4.1,"6,753",2023
B08PPHFXG3,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",173.00,999.00,83%,4.3,"1,237",2022
B06XR9PR5X,Electronics|HomeAudio|Accessories|Adapters,209.00,600.00,65%,4.4,"18,872",2019
B09JSW16QD,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,848.99,1490.00,43%,3.9,356,2024
B07JH1CBGW,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,649.00,1999.00,68%,4.2,"24,269",2019
B09127FZCK,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",299.00,899.00,67%,3.8,425,2019
B083GQGT3Z,"Electronics|HomeTheater,TV&Video|Accessories|TVMounts,Stands&Turntables|TVWall&CeilingMounts",399.00,799.00,50%,4.1,"1,161",2020
B09Q8WQ5QJ,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,249.00,499.00,50%,4.1,"1,508",2022
B07YZG8PPY,"Electronics|HomeTheater,TV&Video|SatelliteEquipment|SatelliteReceivers",1249.00,2299.00,46%,4.3,"7,636",2024
B09H39KTTB,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",213.00,499.00,57%,3.7,246,2022
B08DCVRW98,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",209.00,499.00,58%,4,479,2019
B0718ZN31Q,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",598.00,4999.00,88%,4.2,910,2019
B0162LYSFS,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,799.00,1749.00,54%,4.1,"5,626",2023
B07PFJ5VQD,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,159.00,595.00,73%,4.3,"14,184",2024
B01J8S6X2I,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|DVICables,499.00,1100.00,55%,4.4,"25,177",2020
B09MJ77786,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",31999.00,49999.00,36%,4.3,"21,252",2024
B09NNGHG22,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",32990.00,56790.00,42%,4.3,567,2019
B07V5YF4ND,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",299.00,1199.00,75%,3.5,466,2019
B0B65P827P,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,128.31,549.00,77%,3.9,61,2020
B084MZYBTV,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,599.00,849.00,29%,4.5,474,2022
B097ZQTDVZ,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",399.00,899.00,56%,3.4,431,2023
B0B5F3YZY4,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,449.00,1099.00,59%,4,242,2023
B09G5TSGXV,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,254.00,799.00,68%,4,"2,905",2021
B006LW0WDQ,"Electronics|HomeTheater,TV&Video|Accessories|Cables|SpeakerCables",399.00,795.00,50%,4.4,"12,091",2021
B09YLX91QR,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,179.00,399.00,55%,4,"1,423",2024
B081FJWN52,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,339.00,999.00,66%,4.3,"6,255",2019
B0758F7KK7,"Electronics|HomeTheater,TV&Video|Accessories|TVMounts,Stands&Turntables|TVWall&CeilingMounts",399.00,999.00,60%,4,"1,236",2023
B09L835C3V,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",199.00,399.00,50%,4.2,"1,335",2022
B098TV3L96,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",349.00,1999.00,83%,3.8,197,2022
B08NCKT9FG,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299.00,798.00,63%,4.4,"28,791",2020
B0B4T6MR8N,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,89.00,800.00,89%,3.9,"1,075",2020
B01GGKZ4NU,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,549.00,995.00,45%,4.2,"29,746",2021
B09BW2GP18,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,129.00,1000.00,87%,3.9,295,2023
B09WN3SRC7,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",77990.00,"1,39,900",44%,4.7,"5,935",2021
B09B125CFJ,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",349.00,799.00,56%,3.6,323,2023
B09RQRZW2X,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",499.00,899.00,44%,3.7,185,2023
B07924P3C5,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299.00,799.00,63%,4.2,"2,117",2019
B08N1WL9XW,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,182.00,599.00,70%,4,"9,378",2019
B07VVXJ2P5,"Electronics|HomeTheater,TV&Video|Accessories|TVMounts,Stands&Turntables|TVWall&CeilingMounts",96.00,399.00,76%,3.6,"1,796",2024
B0BC8BQ432,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",54990.00,85000.00,35%,4.3,"3,587",2023
B06XFTHCNY,"Electronics|HomeTheater,TV&Video|Accessories|Cables|RCACables",439.00,758.00,42%,4.2,"4,296",2020
B08CT62BM1,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299.00,999.00,70%,4.3,"2,651",2021
B07CRL2GY6,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299.00,799.00,63%,4.2,"94,363",2024
B07DWFX9YS,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,789.00,1999.00,61%,4.2,"34,540",2023
B01D5H90L4,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",299.00,700.00,57%,4.4,"8,714",2024
B07F1P8KNV,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,325.00,1099.00,70%,4.2,"10,576",2022
B084N1BM9L,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,1299.00,1999.00,35%,4.4,"7,318",2020
B09F6D21BY,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",790.00,1999.00,60%,3,103,2023
B09LQQYNZQ,Electronics|HomeAudio|MediaStreamingDevices|StreamingClients,4699.00,4699.00,0%,4.5,224,2024
B0BC9BW512,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",18999.00,24990.00,24%,4.3,"4,702",2019
B0B61HYR92,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199.00,999.00,80%,4.2,85,2020
B075ZTJ9XR,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",269.00,650.00,59%,4.4,"35,877",2020
B0978V2CP6,"Electronics|HomeTheater,TV&Video|AVReceivers&Amplifiers",1990.00,3100.00,36%,4,897,2021
B09LRZYBH1,Electronics|HomeAudio|Speakers|TowerSpeakers,2299.00,3999.00,43%,3.8,282,2022
B0B997FBZT,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",35999.00,49990.00,28%,4.3,"1,611",2024
B098LCVYPW,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",349.00,999.00,65%,4.2,513,2021
B09HV71RL1,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,719.00,1499.00,52%,4.1,"1,045",2019
B08PZ6HZLT,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",8999.00,18999.00,53%,4,"6,347",2023
B075TJHWVC,"Electronics|HomeTheater,TV&Video|SatelliteEquipment|SatelliteReceivers",917.00,2299.00,60%,4.2,"3,300",2023
B09LV13JFB,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",399.00,999.00,60%,3.3,23,2021
B092BL5DCX,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",45999.00,69900.00,34%,4.3,"7,109",2023
B09VH568H7,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,119.00,299.00,60%,3.8,51,2024
B09HQSV46W,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",21999.00,29999.00,27%,4.2,"32,840",2021
B08TZD7FQN,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",299.00,599.00,50%,3.7,708,2022
B0B21XL94T,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",21990.00,34990.00,37%,4.3,"1,657",2022
B09PTT8DZF,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,417.44,670.00,38%,3.9,523,2020
B0B94JPY2N,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199.00,999.00,80%,3,,2024
B0B3XXSB1K,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",47990.00,79990.00,40%,4.3,"1,376",2020
B08RZ12GKR,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",215.00,499.00,57%,3.5,121,2021
B0B4T8RSJ1,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,99.00,800.00,88%,3.9,"1,075",2021
B0B7B9V9QP,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",18999.00,35000.00,46%,4,"1,001",2020
B08XXVXP3J,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,249.00,999.00,75%,4.3,112,2022
B06XGWRKYT,"Electronics|HomeTheater,TV&Video|Televisions|StandardTelevisions",7999.00,15999.00,50%,3.8,"3,022",2023
B07CWDX49D,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,649.00,1600.00,59%,4.3,"5,451",2022
B09TY4MSH3,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",1289.00,2499.00,48%,3.3,73,2020
B07RY2X9MP,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",609.00,1500.00,59%,4.5,"1,029",2024
B0B2C5MJN6,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",32990.00,54990.00,40%,4.1,"1,555",2022
B0BBMGLQDW,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",599.00,1999.00,70%,4.2,47,2019
B01LONQBDG,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,349.00,899.00,61%,4.1,"14,896",2021
B08XXF5V6G,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",29999.00,50999.00,41%,4.4,"1,712",2019
B09HK9JH4F,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",199.00,399.00,50%,4.2,"1,335",2021
B09MMD1FDN,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",349.00,699.00,50%,3.9,214,2022
B09HN7LD5L,"Electronics|HomeTheater,TV&Video|Accessories|TVMounts,Stands&Turntables|TVWall&CeilingMounts",1850.00,4500.00,59%,4,184,2019
B0BNDD9TN6,"Electronics|HomeTheater,TV&Video|Projectors",13990.00,28900.00,52%,4.5,7,2019
B0941392C8,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,129.00,449.00,71%,3.7,41,2020
B01M5967SY,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",379.00,999.00,62%,4.2,"12,153",2019
B016MDK4F4,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",185.00,499.00,63%,4.2,25,2023
B08G43CCLC,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,218.00,999.00,78%,4.2,163,2021
B0B61GCHC1,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199.00,999.00,80%,4.3,87,2022
B07RX14W1Q,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",499.00,900.00,45%,4.4,"2,165",2021
B09PLD9TCD,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",26999.00,42999.00,37%,4.2,"1,510",2022
B0B8ZKWGKD,"Electronics|HomeTheater,TV&Video|Accessories|TVMounts,Stands&Turntables|TVWall&CeilingMounts",893.00,1052.00,15%,4.3,106,2020
B09NNJ9WYM,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",10990.00,19990.00,45%,3.7,129,2024
B08H5L8V1L,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,379.00,1099.00,66%,4.3,"3,049",2023
B0B8CXTTG3,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",16999.00,25999.00,35%,4.2,"32,840",2024
B09HCH3JZG,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",699.00,1899.00,63%,4.4,390,2020
B097JVLW3L,"Electronics|HomeTheater,TV&Video|Accessories|3DGlasses",2699.00,3500.00,23%,3.5,621,2023
B09SB6SJB4,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,129.00,599.00,78%,4.1,265,2020
B08NW8GHCJ,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,389.00,999.00,61%,4.3,838,2024
B09YHLPQYT,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",246.00,600.00,59%,4.2,143,2021
B08G1RW2Q3,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299.00,799.00,63%,4,151,2021
B08YXJJW8H,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",247.00,399.00,38%,3.9,200,2024
B09P8M18QM,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",1369.00,2999.00,54%,3.3,227,2022
B08BG4M4N7,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",199.00,499.00,60%,3.8,538,2022
B07VJ9ZTXS,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",299.00,599.00,50%,4,171,2024
B084872DQY,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",14999.00,14999.00,0%,4.3,"27,508",2023
B00GGGOYEU,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299.00,699.00,57%,3.9,"1,454",2023
B08FD2VSD9,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",24990.00,51990.00,52%,4.2,"2,951",2024
B0BQRJ3C47,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,249.00,999.00,75%,5,,2019
B095JPKPH3,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",61999.00,69999.00,11%,4.1,"6,753",2023
B087JWLZ2K,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",24499.00,50000.00,51%,3.9,"3,518",2023
B09DSXK8JX,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",10499.00,19499.00,46%,4.2,"1,510",2021
B08V9C4B1J,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,349.00,999.00,65%,4.3,838,2020
B08PKBMJKS,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",197.00,499.00,61%,3.8,136,2024
B0B8VQ7KDS,"Electronics|HomeTheater,TV&Video|SatelliteEquipment|SatelliteReceivers",1299.00,2499.00,48%,4.3,301,2022
B086JTMRYL,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,1519.00,1899.00,20%,4.4,"19,763",2019
B09RWQ7YR6,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",46999.00,69999.00,33%,4.3,"21,252",2024
B00OFM6PEO,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299.00,799.00,63%,4.3,"1,902",2019
B0BF57RN3K,Electronics|WearableTechnology|SmartWatches,1799.00,19999.00,91%,4.2,"13,937",2024
B0B3RRWSF6,Electronics|WearableTechnology|SmartWatches,1998.00,9999.00,80%,4.3,"27,696",2022
B0B5B6PQCT,Electronics|WearableTechnology|SmartWatches,1999.00,7990.00,75%,3.8,"17,831",2021
B08HV83HL3,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,2049.00,2199.00,7%,4.3,"1,78,912",2021
B0BBN4DZBD,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,6499.00,8999.00,28%,4,"7,807",2023
B0B3CPQ5PF,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,28999.00,28999.00,0%,4.3,"17,415",2022
B0B3CQBRB4,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,28999.00,28999.00,0%,4.3,"17,415",2022
B0BBN56J5H,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,6499.00,8999.00,28%,4,"7,807",2020
B0BBN3WF7V,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,6499.00,8999.00,28%,4,"7,807",2024
B0BDRVFDKP,Electronics|Accessories|MemoryCards|MicroSD,569.00,1000.00,43%,4.4,"67,259",2019
B0B5LVS732,Electronics|WearableTechnology|SmartWatches,1898.00,4999.00,62%,4.1,"10,689",2024
B09V2Q4QVQ,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|BasicMobiles,1299.00,1599.00,19%,4,"1,28,311",2021
B09V12K8NT,Electronics|WearableTechnology|SmartWatches,1499.00,6990.00,79%,3.9,"21,796",2024
B01DEWVZ2C,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",599.00,999.00,40%,4.1,"1,92,590",2019
B0BMGB3CH9,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,9499.00,11999.00,21%,4.2,284,2021
B08D77XZX5,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",599.00,2499.00,76%,3.9,"58,162",2023
B09XB8GFBQ,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,8999.00,11999.00,25%,4,"12,796",2019
B07WG8PDCW,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|AutomobileChargers,349.00,1299.00,73%,4,"14,282",2020
B07GPXXNNG,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",349.00,999.00,65%,4.1,"3,63,713",2020
B0BDYVC5TD,Electronics|Accessories|MemoryCards|MicroSD,959.00,1800.00,47%,4.4,"67,259",2021
B0BMGB2TPR,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,9499.00,11999.00,21%,4.2,284,2019
B08MC57J31,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,1499.00,2499.00,40%,4.3,"15,970",2022
B08HVL8QN3,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,1149.00,2199.00,48%,4.3,"1,78,912",2020
B0746JGVDS,Electronics|Mobiles&Accessories|MobileAccessories|AutomobileAccessories|Cradles,349.00,999.00,65%,3.9,"46,399",2019
B08VFF6JQ8,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,1219.00,1699.00,28%,4.4,"8,891",2021
B09NVPSCQT,Electronics|WearableTechnology|SmartWatches,1599.00,3999.00,60%,4,"30,254",2021
B09YV4RG4D,Electronics|WearableTechnology|SmartWatches,1499.00,7999.00,81%,4.2,"22,636",2019
B09TWHTBKQ,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,18499.00,25999.00,29%,4.1,"22,318",2023
B08L5HMJVW,Electronics|Accessories|MemoryCards|MicroSD,369.00,700.00,47%,4.4,"67,259",2019
B0B4F2XCK3,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,12999.00,17999.00,28%,4.1,"18,998",2021
B0BF54972T,Electronics|WearableTechnology|SmartWatches,1799.00,19999.00,91%,4.2,"13,937",2024
B09YV4MW2T,Electronics|WearableTechnology|SmartWatches,2199.00,9999.00,78%,4.2,"29,471",2024
B09TWH8YHM,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,16999.00,24999.00,32%,4.1,"22,318",2020
B07WGMMQGP,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,16499.00,20999.00,21%,4,"21,350",2022
B0BF563HB4,Electronics|WearableTechnology|SmartWatches,1799.00,19999.00,91%,4.2,"13,937",2024
B07JW9H4J1,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,399.00,1099.00,64%,4.2,"24,270",2020
B09GFPVD9Y,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,8499.00,10999.00,23%,4.1,"3,13,836",2023
B09GFLXVH9,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,6499.00,8499.00,24%,4.1,"3,13,836",2023
B0BF4YBLPX,Electronics|WearableTechnology|SmartWatches,1799.00,19999.00,91%,4.2,"13,937",2023
B09XB7DPW1,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,8999.00,11999.00,25%,4,"12,796",2021
B07PFJ5W31,Electronics|Mobiles&Accessories|MobileAccessories|Cables&Adapters|OTGAdapters,139.00,495.00,72%,4.3,"14,185",2020
B0B3N7LR6K,Electronics|WearableTechnology|SmartWatches,3999.00,16999.00,76%,4.3,"17,159",2023
B09ZQK9X8G,Electronics|WearableTechnology|SmartWatches,2998.00,5999.00,50%,4.1,"5,179",2024
B098NS6PVG,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199.00,349.00,43%,4,"43,993",2020
B07WJV6P1R,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,15499.00,18999.00,18%,4.1,"19,252",2021
B096MSW6CT,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199.00,999.00,80%,3.9,"7,928",2021
B0BF54LXW6,Electronics|WearableTechnology|SmartWatches,1799.00,19999.00,91%,4.2,"13,937",2020
B09XB7SRQ5,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,8999.00,11999.00,25%,4,"12,796",2024
B09FFK1PQG,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|AutomobileChargers,873.00,1699.00,49%,4.4,"1,680",2020
B09RMQYHLH,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,12999.00,15999.00,19%,4.2,"13,246",2024
B08ZN4B121,Electronics|Mobiles&Accessories|MobileAccessories|Photo&VideoAccessories|Tripods,539.00,1599.00,66%,3.8,"14,648",2020
B0B3RSDSZ3,Electronics|WearableTechnology|SmartWatches,1999.00,9999.00,80%,4.3,"27,696",2024
B08VB34KJ1,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,15490.00,20990.00,26%,4.2,"32,916",2019
B09T39K9YL,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,19999.00,24999.00,20%,3.9,"25,824",2020
B08VF8V79P,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,1075.00,1699.00,37%,4.4,"7,462",2020
B08G28Z33M,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",399.00,699.00,43%,4,"37,817",2024
B09PNKXSKF,Electronics|WearableTechnology|SmartWatches,1999.00,3990.00,50%,4,"30,254",2020
B0B5DDJNH4,Electronics|WearableTechnology|SmartWatches,1999.00,7990.00,75%,3.8,"17,831",2022
B08HDJ86NZ,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,329.00,699.00,53%,4.2,"94,364",2024
B08CF3B7N1,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,154.00,399.00,61%,4.2,"16,905",2021
B07WDKLDRX,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,28999.00,34999.00,17%,4.4,"20,311",2019
B09MQSCJQ1,Electronics|WearableTechnology|SmartWatches,2299.00,7990.00,71%,4.2,"69,622",2024
B094YFFSMY,Electronics|Mobiles&Accessories|MobileAccessories|Photo&VideoAccessories|SelfieSticks,399.00,1999.00,80%,4,"3,382",2024
B09MT84WV5,Electronics|Accessories|MemoryCards|MicroSD,1149.00,3999.00,71%,4.3,"1,40,036",2023
B08VS3YLRK,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,529.00,1499.00,65%,4.1,"8,599",2022
B0B4F3QNDM,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,13999.00,19499.00,28%,4.1,"18,998",2020
B07GQD4K6L,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",379.00,999.00,62%,4.1,"3,63,713",2023
B07WDKLRM4,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,13999.00,19999.00,30%,4.1,"19,252",2024
B0BP18W8TM,Electronics|WearableTechnology|SmartWatches,3999.00,9999.00,60%,4.4,73,2019
B08Y1TFSP6,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,149.00,1000.00,85%,3.9,"24,870",2024
B07GXHC691,Electronics|Mobiles&Accessories|MobileAccessories|Stands,99.00,499.00,80%,4.3,"42,641",2022
B08FN6WGDQ,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",4790.00,15990.00,70%,4,"4,390",2021
B0B3D39RKV,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,33999.00,33999.00,0%,4.3,"17,415",2021
B085HY1DGR,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|CableConnectionProtectors,99.00,999.00,90%,4,"1,396",2019
B08D75R3Z1,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",299.00,1900.00,84%,3.6,"18,202",2021
B0B4F2TTTS,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,10999.00,14999.00,27%,4.1,"18,998",2021
B09WRMNJ9G,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,34999.00,38999.00,10%,4.2,"11,029",2021
